COUNTRY,CITY,LOCATION,PARAMETER
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,pm25
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,co
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,pm10
NL,Amsterdam,Amsterdam-Westerpark,so2
NL,Amsterdam,Amsterdam-Westerpark,no2
NL,Amsterdam,Amsterdam-Westerpark,o3
NL,Amsterdam,Amsterdam-Westerpark,pm25
NL,Amsterdam,Amsterdam-Westerpark,co
NL,Amsterdam,Amsterdam-Westerpark,pm10
NL,Beverwijk West,Beverwijk West-Creutzberglaan,so2
NL,Beverwijk West,Beverwijk West-Creutzberglaan,no2
NL,Beverwijk West,Beverwijk West-Creutzberglaan,o3
NL,Beverwijk West,Beverwijk West-Creutzberglaan,pm25
NL,Beverwijk West,Beverwijk West-Creutzberglaan,co
NL,Beverwijk West,Beverwijk West-Creutzberglaan,pm10
NL,Velsen,Velsen-Staalstraat,so2
NL,Velsen,Velsen-Staalstraat,no2
NL,Velsen,Velsen-Staalstraat,o3
NL,Velsen,Velsen-Staalstraat,pm25
NL,Velsen,Velsen-Staalstraat,co
NL,Velsen,Velsen-Staalstraat,pm10
NL,Velsen,Velsen-Reijndersweg,so2
NL,Velsen,Velsen-Reijndersweg,no2
NL,Velsen,Velsen-Reijndersweg,o3
NL,Velsen,Velsen-Reijndersweg,pm25
NL,Velsen,Velsen-Reijndersweg,co
NL,Velsen,Velsen-Reijndersweg,pm10
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,so2
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,no2
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,o3
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,pm25
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,co
NL,Horst a/d Maas,Horst a/d Maas-Hoogheide,pm10
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,so2
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,no2
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,o3
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,pm25
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,co
NL,Maastricht,Maastricht-A2 Kasteel Hillenraadweg,pm10
NL,Rotterdam,Rotterdam-Bentinckplein,so2
NL,Rotterdam,Rotterdam-Bentinckplein,no2
NL,Rotterdam,Rotterdam-Bentinckplein,o3
NL,Rotterdam,Rotterdam-Bentinckplein,pm25
NL,Rotterdam,Rotterdam-Bentinckplein,co
NL,Rotterdam,Rotterdam-Bentinckplein,pm10
NL,Enschede,Enschede-Winkelhorst,so2
NL,Enschede,Enschede-Winkelhorst,no2
NL,Enschede,Enschede-Winkelhorst,o3
NL,Enschede,Enschede-Winkelhorst,pm25
NL,Enschede,Enschede-Winkelhorst,co
NL,Enschede,Enschede-Winkelhorst,pm10
NL,De Rijp,De Rijp-Oostdijkje,so2
NL,De Rijp,De Rijp-Oostdijkje,no2
NL,De Rijp,De Rijp-Oostdijkje,o3
NL,De Rijp,De Rijp-Oostdijkje,pm25
NL,De Rijp,De Rijp-Oostdijkje,co
NL,De Rijp,De Rijp-Oostdijkje,pm10
NL,Arnhem,Arnhem-Pleijroute GelreDome,so2
NL,Arnhem,Arnhem-Pleijroute GelreDome,no2
NL,Arnhem,Arnhem-Pleijroute GelreDome,o3
NL,Arnhem,Arnhem-Pleijroute GelreDome,pm25
NL,Arnhem,Arnhem-Pleijroute GelreDome,co
NL,Arnhem,Arnhem-Pleijroute GelreDome,pm10
NO,Tromsø,Rambergan,so2
NO,Tromsø,Rambergan,no2
NO,Tromsø,Rambergan,o3
NO,Tromsø,Rambergan,pm25
NO,Tromsø,Rambergan,co
NO,Tromsø,Rambergan,pm10
NO,Lørenskog,Solheim,so2
NO,Lørenskog,Solheim,no2
NO,Lørenskog,Solheim,o3
NO,Lørenskog,Solheim,pm25
NO,Lørenskog,Solheim,co
NO,Lørenskog,Solheim,pm10
NO,Bergen,"Rolland, Åsane",so2
NO,Bergen,"Rolland, Åsane",no2
NO,Bergen,"Rolland, Åsane",o3
NO,Bergen,"Rolland, Åsane",pm25
NO,Bergen,"Rolland, Åsane",co
NO,Bergen,"Rolland, Åsane",pm10
NO,Bærum,Eilif Dues vei,so2
NO,Bærum,Eilif Dues vei,no2
NO,Bærum,Eilif Dues vei,o3
NO,Bærum,Eilif Dues vei,pm25
NO,Bærum,Eilif Dues vei,co
NO,Bærum,Eilif Dues vei,pm10
NO,Gjøvik,"Minnesundvegen, Gjøvik",so2
NO,Gjøvik,"Minnesundvegen, Gjøvik",no2
NO,Gjøvik,"Minnesundvegen, Gjøvik",o3
NO,Gjøvik,"Minnesundvegen, Gjøvik",pm25
NO,Gjøvik,"Minnesundvegen, Gjøvik",co
NO,Gjøvik,"Minnesundvegen, Gjøvik",pm10
NO,Bergen,Klosterhaugen,so2
NO,Bergen,Klosterhaugen,no2
NO,Bergen,Klosterhaugen,o3
NO,Bergen,Klosterhaugen,pm25
NO,Bergen,Klosterhaugen,co
NO,Bergen,Klosterhaugen,pm10
NO,Bergen,Rådal,so2
NO,Bergen,Rådal,no2
NO,Bergen,Rådal,o3
NO,Bergen,Rådal,pm25
NO,Bergen,Rådal,co
NO,Bergen,Rådal,pm10
NO,Elverum,Leiret,so2
NO,Elverum,Leiret,no2
NO,Elverum,Leiret,o3
NO,Elverum,Leiret,pm25
NO,Elverum,Leiret,co
NO,Elverum,Leiret,pm10
NO,Oslo,Breivoll,so2
NO,Oslo,Breivoll,no2
NO,Oslo,Breivoll,o3
NO,Oslo,Breivoll,pm25
NO,Oslo,Breivoll,co
NO,Oslo,Breivoll,pm10
NO,Bergen,Loddefjord,so2
NO,Bergen,Loddefjord,no2
NO,Bergen,Loddefjord,o3
NO,Bergen,Loddefjord,pm25
NO,Bergen,Loddefjord,co
NO,Bergen,Loddefjord,pm10
NO,Fredrikstad,Nygaardsgata,so2
NO,Fredrikstad,Nygaardsgata,no2
NO,Fredrikstad,Nygaardsgata,o3
NO,Fredrikstad,Nygaardsgata,pm25
NO,Fredrikstad,Nygaardsgata,co
NO,Fredrikstad,Nygaardsgata,pm10
NO,Hamar,"Vangsveien, Hamar",so2
NO,Hamar,"Vangsveien, Hamar",no2
NO,Hamar,"Vangsveien, Hamar",o3
NO,Hamar,"Vangsveien, Hamar",pm25
NO,Hamar,"Vangsveien, Hamar",co
NO,Hamar,"Vangsveien, Hamar",pm10
NO,Trondheim,Bakke kirke,so2
NO,Trondheim,Bakke kirke,no2
NO,Trondheim,Bakke kirke,o3
NO,Trondheim,Bakke kirke,pm25
NO,Trondheim,Bakke kirke,co
NO,Trondheim,Bakke kirke,pm10
NO,Zeppelinfjellet,Zeppelinfjellet,so2
NO,Zeppelinfjellet,Zeppelinfjellet,no2
NO,Zeppelinfjellet,Zeppelinfjellet,o3
NO,Zeppelinfjellet,Zeppelinfjellet,pm25
NO,Zeppelinfjellet,Zeppelinfjellet,co
NO,Zeppelinfjellet,Zeppelinfjellet,pm10
NO,Lillehammer,Lillehammer barnehage,so2
NO,Lillehammer,Lillehammer barnehage,no2
NO,Lillehammer,Lillehammer barnehage,o3
NO,Lillehammer,Lillehammer barnehage,pm25
NO,Lillehammer,Lillehammer barnehage,co
NO,Lillehammer,Lillehammer barnehage,pm10
NO,Grenland,Sverresgate ,so2
NO,Grenland,Sverresgate ,no2
NO,Grenland,Sverresgate ,o3
NO,Grenland,Sverresgate ,pm25
NO,Grenland,Sverresgate ,co
NO,Grenland,Sverresgate ,pm10
NO,Stavanger,Våland,so2
NO,Stavanger,Våland,no2
NO,Stavanger,Våland,o3
NO,Stavanger,Våland,pm25
NO,Stavanger,Våland,co
NO,Stavanger,Våland,pm10
NO,Oslo,Bygdøy Alle,so2
NO,Oslo,Bygdøy Alle,no2
NO,Oslo,Bygdøy Alle,o3
NO,Oslo,Bygdøy Alle,pm25
NO,Oslo,Bygdøy Alle,co
NO,Oslo,Bygdøy Alle,pm10
NO,Ålesund,Karl Eriksens plass,so2
NO,Ålesund,Karl Eriksens plass,no2
NO,Ålesund,Karl Eriksens plass,o3
NO,Ålesund,Karl Eriksens plass,pm25
NO,Ålesund,Karl Eriksens plass,co
NO,Ålesund,Karl Eriksens plass,pm10
NO,Grenland,Furulund,so2
NO,Grenland,Furulund,no2
NO,Grenland,Furulund,o3
NO,Grenland,Furulund,pm25
NO,Grenland,Furulund,co
NO,Grenland,Furulund,pm10
NO,Sarpsborg,Alvim,so2
NO,Sarpsborg,Alvim,no2
NO,Sarpsborg,Alvim,o3
NO,Sarpsborg,Alvim,pm25
NO,Sarpsborg,Alvim,co
NO,Sarpsborg,Alvim,pm10
NO,Bærum,Bekkestua,so2
NO,Bærum,Bekkestua,no2
NO,Bærum,Bekkestua,o3
NO,Bærum,Bekkestua,pm25
NO,Bærum,Bekkestua,co
NO,Bærum,Bekkestua,pm10
NO,Lillesand,Holta,so2
NO,Lillesand,Holta,no2
NO,Lillesand,Holta,o3
NO,Lillesand,Holta,pm25
NO,Lillesand,Holta,co
NO,Lillesand,Holta,pm10
NO,Lillestrøm,Vigernes,so2
NO,Lillestrøm,Vigernes,no2
NO,Lillestrøm,Vigernes,o3
NO,Lillestrøm,Vigernes,pm25
NO,Lillestrøm,Vigernes,co
NO,Lillestrøm,Vigernes,pm10
NO,Trondheim,E6-Tiller,so2
NO,Trondheim,E6-Tiller,no2
NO,Trondheim,E6-Tiller,o3
NO,Trondheim,E6-Tiller,pm25
NO,Trondheim,E6-Tiller,co
NO,Trondheim,E6-Tiller,pm10
NO,Oslo,Hjortnes,so2
NO,Oslo,Hjortnes,no2
NO,Oslo,Hjortnes,o3
NO,Oslo,Hjortnes,pm25
NO,Oslo,Hjortnes,co
NO,Oslo,Hjortnes,pm10
NO,Oslo,"Rv 4, Aker sykehus",so2
NO,Oslo,"Rv 4, Aker sykehus",no2
NO,Oslo,"Rv 4, Aker sykehus",o3
NO,Oslo,"Rv 4, Aker sykehus",pm25
NO,Oslo,"Rv 4, Aker sykehus",co
NO,Oslo,"Rv 4, Aker sykehus",pm10
NO,Kristiansand,Gartnerløkka,so2
NO,Kristiansand,Gartnerløkka,no2
NO,Kristiansand,Gartnerløkka,o3
NO,Kristiansand,Gartnerløkka,pm25
NO,Kristiansand,Gartnerløkka,co
NO,Kristiansand,Gartnerløkka,pm10
NO,Oslo,Alnabru,so2
NO,Oslo,Alnabru,no2
NO,Oslo,Alnabru,o3
NO,Oslo,Alnabru,pm25
NO,Oslo,Alnabru,co
NO,Oslo,Alnabru,pm10
NO,Tromsø,Hansjordnesbukta,so2
NO,Tromsø,Hansjordnesbukta,no2
NO,Tromsø,Hansjordnesbukta,o3
NO,Tromsø,Hansjordnesbukta,pm25
NO,Tromsø,Hansjordnesbukta,co
NO,Tromsø,Hansjordnesbukta,pm10
NO,Oslo,Smestad,so2
NO,Oslo,Smestad,no2
NO,Oslo,Smestad,o3
NO,Oslo,Smestad,pm25
NO,Oslo,Smestad,co
NO,Oslo,Smestad,pm10
NO,Sør-Varanger,Svanvik,so2
NO,Sør-Varanger,Svanvik,no2
NO,Sør-Varanger,Svanvik,o3
NO,Sør-Varanger,Svanvik,pm25
NO,Sør-Varanger,Svanvik,co
NO,Sør-Varanger,Svanvik,pm10
NO,Fredrikstad,St.Croix,so2
NO,Fredrikstad,St.Croix,no2
NO,Fredrikstad,St.Croix,o3
NO,Fredrikstad,St.Croix,pm25
NO,Fredrikstad,St.Croix,co
NO,Fredrikstad,St.Croix,pm10
NO,Grenland,Lensmannsdalen,so2
NO,Grenland,Lensmannsdalen,no2
NO,Grenland,Lensmannsdalen,o3
NO,Grenland,Lensmannsdalen,pm25
NO,Grenland,Lensmannsdalen,co
NO,Grenland,Lensmannsdalen,pm10
NO,Hurdal,Hurdal25,so2
NO,Hurdal,Hurdal25,no2
NO,Hurdal,Hurdal25,o3
NO,Hurdal,Hurdal25,pm25
NO,Hurdal,Hurdal25,co
NO,Hurdal,Hurdal25,pm10
NO,Bergen,Rådhuset,so2
NO,Bergen,Rådhuset,no2
NO,Bergen,Rådhuset,o3
NO,Bergen,Rådhuset,pm25
NO,Bergen,Rådhuset,co
NO,Bergen,Rådhuset,pm10
NO,Kårvatn,Kårvatn,so2
NO,Kårvatn,Kårvatn,no2
NO,Kårvatn,Kårvatn,o3
NO,Kårvatn,Kårvatn,pm25
NO,Kårvatn,Kårvatn,co
NO,Kårvatn,Kårvatn,pm10
NO,Oslo,Manglerud,so2
NO,Oslo,Manglerud,no2
NO,Oslo,Manglerud,o3
NO,Oslo,Manglerud,pm25
NO,Oslo,Manglerud,co
NO,Oslo,Manglerud,pm10
NO,Lillehammer,Bankplassen,so2
NO,Lillehammer,Bankplassen,no2
NO,Lillehammer,Bankplassen,o3
NO,Lillehammer,Bankplassen,pm25
NO,Lillehammer,Bankplassen,co
NO,Lillehammer,Bankplassen,pm10
NO,Tustervatn,Tustervatn,so2
NO,Tustervatn,Tustervatn,no2
NO,Tustervatn,Tustervatn,o3
NO,Tustervatn,Tustervatn,pm25
NO,Tustervatn,Tustervatn,co
NO,Tustervatn,Tustervatn,pm10
NO,Bergen,Danmarks plass,so2
NO,Bergen,Danmarks plass,no2
NO,Bergen,Danmarks plass,o3
NO,Bergen,Danmarks plass,pm25
NO,Bergen,Danmarks plass,co
NO,Bergen,Danmarks plass,pm10
NO,Grenland,Haukenes,so2
NO,Grenland,Haukenes,no2
NO,Grenland,Haukenes,o3
NO,Grenland,Haukenes,pm25
NO,Grenland,Haukenes,co
NO,Grenland,Haukenes,pm10
NO,Stavanger,Kannik,so2
NO,Stavanger,Kannik,no2
NO,Stavanger,Kannik,o3
NO,Stavanger,Kannik,pm25
NO,Stavanger,Kannik,co
NO,Stavanger,Kannik,pm10
NO,Sarpsborg,Vollgata,so2
NO,Sarpsborg,Vollgata,no2
NO,Sarpsborg,Vollgata,o3
NO,Sarpsborg,Vollgata,pm25
NO,Sarpsborg,Vollgata,co
NO,Sarpsborg,Vollgata,pm10
NO,Birkenes,Birkenesobservatoriet,so2
NO,Birkenes,Birkenesobservatoriet,no2
NO,Birkenes,Birkenesobservatoriet,o3
NO,Birkenes,Birkenesobservatoriet,pm25
NO,Birkenes,Birkenesobservatoriet,co
NO,Birkenes,Birkenesobservatoriet,pm10
NO,Oslo,Åkebergveien,so2
NO,Oslo,Åkebergveien,no2
NO,Oslo,Åkebergveien,o3
NO,Oslo,Åkebergveien,pm25
NO,Oslo,Åkebergveien,co
NO,Oslo,Åkebergveien,pm10
NO,Sandve,Sandve,so2
NO,Sandve,Sandve,no2
NO,Sandve,Sandve,o3
NO,Sandve,Sandve,pm25
NO,Sandve,Sandve,co
NO,Sandve,Sandve,pm10
NO,Prestebakke,Prestebakke,so2
NO,Prestebakke,Prestebakke,no2
NO,Prestebakke,Prestebakke,o3
NO,Prestebakke,Prestebakke,pm25
NO,Prestebakke,Prestebakke,co
NO,Prestebakke,Prestebakke,pm10
NO,Sør-Varanger,Karpdalen,so2
NO,Sør-Varanger,Karpdalen,no2
NO,Sør-Varanger,Karpdalen,o3
NO,Sør-Varanger,Karpdalen,pm25
NO,Sør-Varanger,Karpdalen,co
NO,Sør-Varanger,Karpdalen,pm10
NO,Bærum,Lommedalen,so2
NO,Bærum,Lommedalen,no2
NO,Bærum,Lommedalen,o3
NO,Bærum,Lommedalen,pm25
NO,Bærum,Lommedalen,co
NO,Bærum,Lommedalen,pm10
NO,Drammen,Bangeløkka,so2
NO,Drammen,Bangeløkka,no2
NO,Drammen,Bangeløkka,o3
NO,Drammen,Bangeløkka,pm25
NO,Drammen,Bangeløkka,co
NO,Drammen,Bangeløkka,pm10
NO,Trondheim,Elgeseter,so2
NO,Trondheim,Elgeseter,no2
NO,Trondheim,Elgeseter,o3
NO,Trondheim,Elgeseter,pm25
NO,Trondheim,Elgeseter,co
NO,Trondheim,Elgeseter,pm10
NO,Moss,Kransen,so2
NO,Moss,Kransen,no2
NO,Moss,Kransen,o3
NO,Moss,Kransen,pm25
NO,Moss,Kransen,co
NO,Moss,Kransen,pm10
NO,Oslo,Skøyen,so2
NO,Oslo,Skøyen,no2
NO,Oslo,Skøyen,o3
NO,Oslo,Skøyen,pm25
NO,Oslo,Skøyen,co
NO,Oslo,Skøyen,pm10
NO,Oslo,Sofienbergparken,so2
NO,Oslo,Sofienbergparken,no2
NO,Oslo,Sofienbergparken,o3
NO,Oslo,Sofienbergparken,pm25
NO,Oslo,Sofienbergparken,co
NO,Oslo,Sofienbergparken,pm10
NO,Narvik,Sentrum,so2
NO,Narvik,Sentrum,no2
NO,Narvik,Sentrum,o3
NO,Narvik,Sentrum,pm25
NO,Narvik,Sentrum,co
NO,Narvik,Sentrum,pm10
NO,Kristiansand,Stener Heyerdahl,so2
NO,Kristiansand,Stener Heyerdahl,no2
NO,Kristiansand,Stener Heyerdahl,o3
NO,Kristiansand,Stener Heyerdahl,pm25
NO,Kristiansand,Stener Heyerdahl,co
NO,Kristiansand,Stener Heyerdahl,pm10
NO,Ålesund,Grimmerhaugen,so2
NO,Ålesund,Grimmerhaugen,no2
NO,Ålesund,Grimmerhaugen,o3
NO,Ålesund,Grimmerhaugen,pm25
NO,Ålesund,Grimmerhaugen,co
NO,Ålesund,Grimmerhaugen,pm10
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,so2
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,no2
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,o3
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,pm25
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,co
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,pm10
SE,Stockholm,Hornsgatan,so2
SE,Stockholm,Hornsgatan,no2
SE,Stockholm,Hornsgatan,o3
SE,Stockholm,Hornsgatan,pm25
SE,Stockholm,Hornsgatan,co
SE,Stockholm,Hornsgatan,pm10
SE,Stockholm,Folkungagatan,so2
SE,Stockholm,Folkungagatan,no2
SE,Stockholm,Folkungagatan,o3
SE,Stockholm,Folkungagatan,pm25
SE,Stockholm,Folkungagatan,co
SE,Stockholm,Folkungagatan,pm10
SE,Stockholm,Norrlandsgatan,so2
SE,Stockholm,Norrlandsgatan,no2
SE,Stockholm,Norrlandsgatan,o3
SE,Stockholm,Norrlandsgatan,pm25
SE,Stockholm,Norrlandsgatan,co
SE,Stockholm,Norrlandsgatan,pm10
SE,Stockholm,Sveavägen,so2
SE,Stockholm,Sveavägen,no2
SE,Stockholm,Sveavägen,o3
SE,Stockholm,Sveavägen,pm25
SE,Stockholm,Sveavägen,co
SE,Stockholm,Sveavägen,pm10
SE,Stockholm,Södertälje Turingegatan,so2
SE,Stockholm,Södertälje Turingegatan,no2
SE,Stockholm,Södertälje Turingegatan,o3
SE,Stockholm,Södertälje Turingegatan,pm25
SE,Stockholm,Södertälje Turingegatan,co
SE,Stockholm,Södertälje Turingegatan,pm10
SE,Uppsala,Uppsala Kungsgatan,so2
SE,Uppsala,Uppsala Kungsgatan,no2
SE,Uppsala,Uppsala Kungsgatan,o3
SE,Uppsala,Uppsala Kungsgatan,pm25
SE,Uppsala,Uppsala Kungsgatan,co
SE,Uppsala,Uppsala Kungsgatan,pm10
SE,Gävle,Gävle Södra Kungsgatan,so2
SE,Gävle,Gävle Södra Kungsgatan,no2
SE,Gävle,Gävle Södra Kungsgatan,o3
SE,Gävle,Gävle Södra Kungsgatan,pm25
SE,Gävle,Gävle Södra Kungsgatan,co
SE,Gävle,Gävle Södra Kungsgatan,pm10
SE,Stockholm,E4/E20 Lilla Essingen,so2
SE,Stockholm,E4/E20 Lilla Essingen,no2
SE,Stockholm,E4/E20 Lilla Essingen,o3
SE,Stockholm,E4/E20 Lilla Essingen,pm25
SE,Stockholm,E4/E20 Lilla Essingen,co
SE,Stockholm,E4/E20 Lilla Essingen,pm10
SE,Stockholm,E4/E20 Gröndal,so2
SE,Stockholm,E4/E20 Gröndal,no2
SE,Stockholm,E4/E20 Gröndal,o3
SE,Stockholm,E4/E20 Gröndal,pm25
SE,Stockholm,E4/E20 Gröndal,co
SE,Stockholm,E4/E20 Gröndal,pm10
SE,Stockholm,E4 Sollentuna Häggvik,so2
SE,Stockholm,E4 Sollentuna Häggvik,no2
SE,Stockholm,E4 Sollentuna Häggvik,o3
SE,Stockholm,E4 Sollentuna Häggvik,pm25
SE,Stockholm,E4 Sollentuna Häggvik,co
SE,Stockholm,E4 Sollentuna Häggvik,pm10
SE,Stockholm,Hågelbyleden Botkyrka,so2
SE,Stockholm,Hågelbyleden Botkyrka,no2
SE,Stockholm,Hågelbyleden Botkyrka,o3
SE,Stockholm,Hågelbyleden Botkyrka,pm25
SE,Stockholm,Hågelbyleden Botkyrka,co
SE,Stockholm,Hågelbyleden Botkyrka,pm10
SE,Stockholm,Lilla Essingen (E4/E20),so2
SE,Stockholm,Lilla Essingen (E4/E20),no2
SE,Stockholm,Lilla Essingen (E4/E20),o3
SE,Stockholm,Lilla Essingen (E4/E20),pm25
SE,Stockholm,Lilla Essingen (E4/E20),co
SE,Stockholm,Lilla Essingen (E4/E20),pm10
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,so2
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,no2
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,o3
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,pm25
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,co
SI,Ljubljana Bežigrad,Ljubljana Bežigrad,pm10
SI,Maribor center,Maribor center,so2
SI,Maribor center,Maribor center,no2
SI,Maribor center,Maribor center,o3
SI,Maribor center,Maribor center,pm25
SI,Maribor center,Maribor center,co
SI,Maribor center,Maribor center,pm10
SI,Celje,Celje,so2
SI,Celje,Celje,no2
SI,Celje,Celje,o3
SI,Celje,Celje,pm25
SI,Celje,Celje,co
SI,Celje,Celje,pm10
SI,Murska Sobota,Murska Sobota,so2
SI,Murska Sobota,Murska Sobota,no2
SI,Murska Sobota,Murska Sobota,o3
SI,Murska Sobota,Murska Sobota,pm25
SI,Murska Sobota,Murska Sobota,co
SI,Murska Sobota,Murska Sobota,pm10
SI,Nova Gorica,Nova Gorica,so2
SI,Nova Gorica,Nova Gorica,no2
SI,Nova Gorica,Nova Gorica,o3
SI,Nova Gorica,Nova Gorica,pm25
SI,Nova Gorica,Nova Gorica,co
SI,Nova Gorica,Nova Gorica,pm10
SI,Koper,Koper,so2
SI,Koper,Koper,no2
SI,Koper,Koper,o3
SI,Koper,Koper,pm25
SI,Koper,Koper,co
SI,Koper,Koper,pm10
SI,Trbovlje,Trbovlje,so2
SI,Trbovlje,Trbovlje,no2
SI,Trbovlje,Trbovlje,o3
SI,Trbovlje,Trbovlje,pm25
SI,Trbovlje,Trbovlje,co
SI,Trbovlje,Trbovlje,pm10
SI,Zagorje,Zagorje,so2
SI,Zagorje,Zagorje,no2
SI,Zagorje,Zagorje,o3
SI,Zagorje,Zagorje,pm25
SI,Zagorje,Zagorje,co
SI,Zagorje,Zagorje,pm10
TH,Bangkok,"Bangna, Bangna",so2
TH,Bangkok,"Bangna, Bangna",no2
TH,Bangkok,"Bangna, Bangna",o3
TH,Bangkok,"Bangna, Bangna",pm25
TH,Bangkok,"Bangna, Bangna",co
TH,Bangkok,"Bangna, Bangna",pm10
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",so2
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",no2
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",o3
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",pm25
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",co
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",pm10
TH,Bangkok,"Chong Nonsi, Yannawa",so2
TH,Bangkok,"Chong Nonsi, Yannawa",no2
TH,Bangkok,"Chong Nonsi, Yannawa",o3
TH,Bangkok,"Chong Nonsi, Yannawa",pm25
TH,Bangkok,"Chong Nonsi, Yannawa",co
TH,Bangkok,"Chong Nonsi, Yannawa",pm10
TH,Samut Prakan,"Bang Prong, Mueang",so2
TH,Samut Prakan,"Bang Prong, Mueang",no2
TH,Samut Prakan,"Bang Prong, Mueang",o3
TH,Samut Prakan,"Bang Prong, Mueang",pm25
TH,Samut Prakan,"Bang Prong, Mueang",co
TH,Samut Prakan,"Bang Prong, Mueang",pm10
TH,Samut Prakan,"Pak Nam, Mueang",so2
TH,Samut Prakan,"Pak Nam, Mueang",no2
TH,Samut Prakan,"Pak Nam, Mueang",o3
TH,Samut Prakan,"Pak Nam, Mueang",pm25
TH,Samut Prakan,"Pak Nam, Mueang",co
TH,Samut Prakan,"Pak Nam, Mueang",pm10
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",so2
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",no2
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",o3
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",pm25
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",co
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",pm10
TH,Ratchaburi,"Na Mueang, Mueang",so2
TH,Ratchaburi,"Na Mueang, Mueang",no2
TH,Ratchaburi,"Na Mueang, Mueang",o3
TH,Ratchaburi,"Na Mueang, Mueang",pm25
TH,Ratchaburi,"Na Mueang, Mueang",co
TH,Ratchaburi,"Na Mueang, Mueang",pm10
TH,Rayong,"Tha Pradu, Mueng",so2
TH,Rayong,"Tha Pradu, Mueng",no2
TH,Rayong,"Tha Pradu, Mueng",o3
TH,Rayong,"Tha Pradu, Mueng",pm25
TH,Rayong,"Tha Pradu, Mueng",co
TH,Rayong,"Tha Pradu, Mueng",pm10
TH,Chiang Mai,"Chang Phueak, Mueang",so2
TH,Chiang Mai,"Chang Phueak, Mueang",no2
TH,Chiang Mai,"Chang Phueak, Mueang",o3
TH,Chiang Mai,"Chang Phueak, Mueang",pm25
TH,Chiang Mai,"Chang Phueak, Mueang",co
TH,Chiang Mai,"Chang Phueak, Mueang",pm10
TH,Lampang,"Sop Pat, Mae Mo",so2
TH,Lampang,"Sop Pat, Mae Mo",no2
TH,Lampang,"Sop Pat, Mae Mo",o3
TH,Lampang,"Sop Pat, Mae Mo",pm25
TH,Lampang,"Sop Pat, Mae Mo",co
TH,Lampang,"Sop Pat, Mae Mo",pm10
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",so2
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",no2
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",o3
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",pm25
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",co
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",pm10
TH,Surat Thani,"Makham Tia, Mueang",so2
TH,Surat Thani,"Makham Tia, Mueang",no2
TH,Surat Thani,"Makham Tia, Mueang",o3
TH,Surat Thani,"Makham Tia, Mueang",pm25
TH,Surat Thani,"Makham Tia, Mueang",co
TH,Surat Thani,"Makham Tia, Mueang",pm10
TH,Khon Kaen,"Nai Mueang, Mueang",so2
TH,Khon Kaen,"Nai Mueang, Mueang",no2
TH,Khon Kaen,"Nai Mueang, Mueang",o3
TH,Khon Kaen,"Nai Mueang, Mueang",pm25
TH,Khon Kaen,"Nai Mueang, Mueang",co
TH,Khon Kaen,"Nai Mueang, Mueang",pm10
TH,Bangkok,"Intarapitak Rd., Thon Buri",so2
TH,Bangkok,"Intarapitak Rd., Thon Buri",no2
TH,Bangkok,"Intarapitak Rd., Thon Buri",o3
TH,Bangkok,"Intarapitak Rd., Thon Buri",pm25
